img_id,label
10463,No-Anomaly
3075,Shadowing
12385,No-Anomaly
5936,Cell
9160,Vegetation
5445,Cell
13813,No-Anomaly
6028,Cell
14207,No-Anomaly
3276,Shadowing
5549,Cell
12294,No-Anomaly
17018,No-Anomaly
6760,Hot-Spot
12076,No-Anomaly
17472,No-Anomaly
13890,No-Anomaly
17263,No-Anomaly
13550,No-Anomaly
17888,No-Anomaly
18929,No-Anomaly
1003,Diode
4580,Cell-Multi
14202,No-Anomaly
11076,No-Anomaly
14360,No-Anomaly
17764,No-Anomaly
11573,No-Anomaly
3122,Shadowing
12023,No-Anomaly
2768,Shadowing
17236,No-Anomaly
6391,Cell
13334,No-Anomaly
19689,No-Anomaly
5102,Cell
12876,No-Anomaly
11744,No-Anomaly
4798,Cell-Multi
11378,No-Anomaly
6757,Hot-Spot
5054,Cell
16510,No-Anomaly
7460,Cracking
15837,No-Anomaly
17697,No-Anomaly
2165,Diode
8855,Vegetation
8867,Vegetation
11204,No-Anomaly
11317,No-Anomaly
8852,Vegetation
6128,Cell
16915,No-Anomaly
13705,No-Anomaly
13002,No-Anomaly
770,Offline-Module
4535,Cell-Multi
4938,Cell
14566,No-Anomaly
17735,No-Anomaly
11947,No-Anomaly
7422,Cracking
526,Offline-Module
694,Offline-Module
1651,Diode
6709,Cell
15687,No-Anomaly
9746,Vegetation
14361,No-Anomaly
14943,No-Anomaly
4165,Cell-Multi
8989,Vegetation
1330,Diode
6814,Hot-Spot
16254,No-Anomaly
10363,No-Anomaly
2914,Shadowing
3579,Cell-Multi
15591,No-Anomaly
8764,Vegetation
19636,No-Anomaly
6199,Cell
4032,Cell-Multi
14739,No-Anomaly
12718,No-Anomaly
15673,No-Anomaly
17951,No-Anomaly
10,Offline-Module
1588,Diode
12957,No-Anomaly
17393,No-Anomaly
939,Diode-Multi
127,Offline-Module
15584,No-Anomaly
13083,No-Anomaly
12074,No-Anomaly
1739,Diode
10224,No-Anomaly
8377,Vegetation
2702,Shadowing
15106,No-Anomaly
11139,No-Anomaly
1916,Diode
7749,Cracking
12961,No-Anomaly
1868,Diode
13686,No-Anomaly
9433,Vegetation
71,Offline-Module
16275,No-Anomaly
6667,Cell
3207,Shadowing
2466,Diode
16572,No-Anomaly
14270,No-Anomaly
4761,Cell-Multi
9346,Vegetation
10837,No-Anomaly
11798,No-Anomaly
10608,No-Anomaly
564,Offline-Module
1371,Diode
4847,Cell
729,Offline-Module
10443,No-Anomaly
10233,No-Anomaly
8638,Vegetation
676,Offline-Module
2639,Shadowing
11417,No-Anomaly
2782,Shadowing
399,Offline-Module
8743,Vegetation
6102,Cell
16379,No-Anomaly
19423,No-Anomaly
1526,Diode
4059,Cell-Multi
4694,Cell-Multi
18991,No-Anomaly
3446,Shadowing
11592,No-Anomaly
13783,No-Anomaly
16219,No-Anomaly
16790,No-Anomaly
1324,Diode
11900,No-Anomaly
10974,No-Anomaly
7152,Cracking
11010,No-Anomaly
10873,No-Anomaly
3366,Shadowing
19277,No-Anomaly
1711,Diode
19935,No-Anomaly
18297,No-Anomaly
7094,Cracking
19103,No-Anomaly
1162,Diode
19141,No-Anomaly
4517,Cell-Multi
14275,No-Anomaly
8776,Vegetation
7920,Hot-Spot-Multi
908,Diode-Multi
11144,No-Anomaly
7536,Cracking
11922,No-Anomaly
547,Offline-Module
6794,Hot-Spot
9246,Vegetation
12467,No-Anomaly
12034,No-Anomaly
13443,No-Anomaly
11713,No-Anomaly
7140,Cracking
3415,Shadowing
8591,Vegetation
2359,Diode
16339,No-Anomaly
13951,No-Anomaly
11125,No-Anomaly
18328,No-Anomaly
7611,Cracking
4214,Cell-Multi
11859,No-Anomaly
12517,No-Anomaly
3663,Cell-Multi
8734,Vegetation
19444,No-Anomaly
10421,No-Anomaly
9482,Vegetation
3603,Cell-Multi
9515,Vegetation
3188,Shadowing
2327,Diode
16136,No-Anomaly
8557,Vegetation
7160,Cracking
1078,Diode
5959,Cell
982,Diode-Multi
5470,Cell
11606,No-Anomaly
14833,No-Anomaly
9041,Vegetation
2017,Diode
3305,Shadowing
17172,No-Anomaly
16199,No-Anomaly
12420,No-Anomaly
1501,Diode
5681,Cell
8573,Vegetation
6498,Cell
17657,No-Anomaly
3416,Shadowing
19587,No-Anomaly
19047,No-Anomaly
18894,No-Anomaly
94,Offline-Module
15832,No-Anomaly
6113,Cell
14953,No-Anomaly
18972,No-Anomaly
16655,No-Anomaly
10235,No-Anomaly
6255,Cell
14579,No-Anomaly
4557,Cell-Multi
11114,No-Anomaly
3059,Shadowing
6453,Cell
16313,No-Anomaly
7958,Hot-Spot-Multi
10305,No-Anomaly
17516,No-Anomaly
17599,No-Anomaly
3872,Cell-Multi
13683,No-Anomaly
13363,No-Anomaly
15830,No-Anomaly
16489,No-Anomaly
14198,No-Anomaly
5714,Cell
9636,Vegetation
16900,No-Anomaly
11351,No-Anomaly
8616,Vegetation
17342,No-Anomaly
1092,Diode
10874,No-Anomaly
13600,No-Anomaly
5053,Cell
6761,Hot-Spot
10199,No-Anomaly
13207,No-Anomaly
17826,No-Anomaly
14008,No-Anomaly
19274,No-Anomaly
19241,No-Anomaly
4360,Cell-Multi
7009,Cracking
8606,Vegetation
1910,Diode
13555,No-Anomaly
8162,Soiling
18330,No-Anomaly
10099,No-Anomaly
6924,Hot-Spot
14285,No-Anomaly
9741,Vegetation
13893,No-Anomaly
17218,No-Anomaly
10127,No-Anomaly
3434,Shadowing
14794,No-Anomaly
2708,Shadowing
941,Diode-Multi
4025,Cell-Multi
389,Offline-Module
13483,No-Anomaly
6127,Cell
13992,No-Anomaly
2521,Shadowing
18178,No-Anomaly
16533,No-Anomaly
17588,No-Anomaly
6854,Hot-Spot
19125,No-Anomaly
18817,No-Anomaly
5411,Cell
9027,Vegetation
13921,No-Anomaly
210,Offline-Module
6561,Cell
8467,Vegetation
17973,No-Anomaly
16185,No-Anomaly
10900,No-Anomaly
2975,Shadowing
687,Offline-Module
545,Offline-Module
15532,No-Anomaly
2908,Shadowing
12639,No-Anomaly
7774,Cracking
6274,Cell
7325,Cracking
9821,Vegetation
15390,No-Anomaly
1,Offline-Module
8943,Vegetation
3681,Cell-Multi
16945,No-Anomaly
819,Offline-Module
15898,No-Anomaly
11657,No-Anomaly
18302,No-Anomaly
9007,Vegetation
5424,Cell
983,Diode-Multi
5816,Cell
7455,Cracking
13108,No-Anomaly
513,Offline-Module
2242,Diode
10104,No-Anomaly
14305,No-Anomaly
2281,Diode
9523,Vegetation
2032,Diode
16798,No-Anomaly
13781,No-Anomaly
17001,No-Anomaly
16454,No-Anomaly
3515,Shadowing
7220,Cracking
5056,Cell
2103,Diode
15068,No-Anomaly
1899,Diode
1161,Diode
5662,Cell
16191,No-Anomaly
13807,No-Anomaly
19014,No-Anomaly
16392,No-Anomaly
7032,Cracking
19807,No-Anomaly
17591,No-Anomaly
11304,No-Anomaly
7398,Cracking
6758,Hot-Spot
737,Offline-Module
13619,No-Anomaly
7547,Cracking
9332,Vegetation
18994,No-Anomaly
14993,No-Anomaly
16133,No-Anomaly
13309,No-Anomaly
15604,No-Anomaly
9281,Vegetation
9744,Vegetation
8087,Hot-Spot-Multi
14390,No-Anomaly
9733,Vegetation
4331,Cell-Multi
14682,No-Anomaly
5365,Cell
17421,No-Anomaly
5392,Cell
8607,Vegetation
16195,No-Anomaly
14013,No-Anomaly
18276,No-Anomaly
18024,No-Anomaly
16062,No-Anomaly
11416,No-Anomaly
6792,Hot-Spot
4565,Cell-Multi
3314,Shadowing
11582,No-Anomaly
10274,No-Anomaly
13495,No-Anomaly
15246,No-Anomaly
18435,No-Anomaly
5955,Cell
9752,Vegetation
5594,Cell
6955,Hot-Spot
11517,No-Anomaly
4429,Cell-Multi
2833,Shadowing
4481,Cell-Multi
2997,Shadowing
19627,No-Anomaly
14909,No-Anomaly
8779,Vegetation
8765,Vegetation
6448,Cell
5584,Cell
6196,Cell
18280,No-Anomaly
2315,Diode
16429,No-Anomaly
5364,Cell
17399,No-Anomaly
6833,Hot-Spot
9184,Vegetation
902,Diode-Multi
4964,Cell
10574,No-Anomaly
19161,No-Anomaly
9927,Vegetation
955,Diode-Multi
11833,No-Anomaly
780,Offline-Module
15435,No-Anomaly
17995,No-Anomaly
11394,No-Anomaly
18967,No-Anomaly
14199,No-Anomaly
10657,No-Anomaly
1294,Diode
4187,Cell-Multi
4119,Cell-Multi
7245,Cracking
16796,No-Anomaly
15103,No-Anomaly
10980,No-Anomaly
3555,Shadowing
12133,No-Anomaly
2623,Shadowing
14072,No-Anomaly
967,Diode-Multi
14801,No-Anomaly
5091,Cell
16253,No-Anomaly
5626,Cell
15076,No-Anomaly
13793,No-Anomaly
16030,No-Anomaly
19790,No-Anomaly
11568,No-Anomaly
18786,No-Anomaly
4045,Cell-Multi
7839,Cracking
86,Offline-Module
9768,Vegetation
12396,No-Anomaly
16605,No-Anomaly
12615,No-Anomaly
3862,Cell-Multi
18985,No-Anomaly
14197,No-Anomaly
15706,No-Anomaly
6013,Cell
2408,Diode
15003,No-Anomaly
13169,No-Anomaly
6074,Cell
3722,Cell-Multi
8876,Vegetation
4379,Cell-Multi
15198,No-Anomaly
10763,No-Anomaly
19327,No-Anomaly
6710,Cell
13024,No-Anomaly
13684,No-Anomaly
8671,Vegetation
8463,Vegetation
17110,No-Anomaly
13746,No-Anomaly
15180,No-Anomaly
3832,Cell-Multi
12402,No-Anomaly
49,Offline-Module
3825,Cell-Multi
6345,Cell
4460,Cell-Multi
554,Offline-Module
5455,Cell
6356,Cell
405,Offline-Module
291,Offline-Module
13806,No-Anomaly
19765,No-Anomaly
12211,No-Anomaly
11344,No-Anomaly
9149,Vegetation
10427,No-Anomaly
2391,Diode
14644,No-Anomaly
9288,Vegetation
6289,Cell
9202,Vegetation
11195,No-Anomaly
5723,Cell
15913,No-Anomaly
6856,Hot-Spot
721,Offline-Module
17786,No-Anomaly
4538,Cell-Multi
17862,No-Anomaly
4709,Cell-Multi
17929,No-Anomaly
18481,No-Anomaly
19987,No-Anomaly
5775,Cell
17788,No-Anomaly
10844,No-Anomaly
15077,No-Anomaly
414,Offline-Module
19773,No-Anomaly
18887,No-Anomaly
7737,Cracking
2638,Shadowing
3044,Shadowing
5647,Cell
14783,No-Anomaly
821,Offline-Module
15376,No-Anomaly
16015,No-Anomaly
10789,No-Anomaly
15953,No-Anomaly
5020,Cell
8476,Vegetation
16014,No-Anomaly
13256,No-Anomaly
172,Offline-Module
15317,No-Anomaly
3675,Cell-Multi
5307,Cell
8411,Vegetation
4295,Cell-Multi
7015,Cracking
3542,Shadowing
17829,No-Anomaly
15775,No-Anomaly
4555,Cell-Multi
7002,Cracking
10757,No-Anomaly
18429,No-Anomaly
16151,No-Anomaly
7284,Cracking
6869,Hot-Spot
8570,Vegetation
13917,No-Anomaly
12538,No-Anomaly
19027,No-Anomaly
11992,No-Anomaly
18472,No-Anomaly
13162,No-Anomaly
15128,No-Anomaly
6052,Cell
16187,No-Anomaly
12882,No-Anomaly
17473,No-Anomaly
18174,No-Anomaly
12007,No-Anomaly
6970,Hot-Spot
13149,No-Anomaly
9502,Vegetation
13073,No-Anomaly
12072,No-Anomaly
8714,Vegetation
19333,No-Anomaly
17152,No-Anomaly
7674,Cracking
13008,No-Anomaly
8899,Vegetation
11432,No-Anomaly
17331,No-Anomaly
6040,Cell
18246,No-Anomaly
3696,Cell-Multi
19106,No-Anomaly
19964,No-Anomaly
18643,No-Anomaly
3479,Shadowing
8525,Vegetation
5899,Cell
5712,Cell
12685,No-Anomaly
8652,Vegetation
13004,No-Anomaly
3518,Shadowing
7135,Cracking
16530,No-Anomaly
14122,No-Anomaly
7231,Cracking
3990,Cell-Multi
12134,No-Anomaly
6213,Cell
854,Diode-Multi
13278,No-Anomaly
2581,Shadowing
4138,Cell-Multi
8948,Vegetation
496,Offline-Module
3854,Cell-Multi
2588,Shadowing
6116,Cell
3076,Shadowing
3894,Cell-Multi
13923,No-Anomaly
15563,No-Anomaly
19467,No-Anomaly
2847,Shadowing
9013,Vegetation
10212,No-Anomaly
3908,Cell-Multi
11150,No-Anomaly
16902,No-Anomaly
16446,No-Anomaly
3631,Cell-Multi
6926,Hot-Spot
7098,Cracking
13373,No-Anomaly
10143,No-Anomaly
18781,No-Anomaly
11737,No-Anomaly
17267,No-Anomaly
1027,Diode
2805,Shadowing
7643,Cracking
7933,Hot-Spot-Multi
9432,Vegetation
7387,Cracking
16412,No-Anomaly
11755,No-Anomaly
15947,No-Anomaly
2502,Shadowing
13618,No-Anomaly
18324,No-Anomaly
16003,No-Anomaly
6713,Cell
8428,Vegetation
14189,No-Anomaly
16774,No-Anomaly
7126,Cracking
16173,No-Anomaly
7676,Cracking
15763,No-Anomaly
4451,Cell-Multi
3689,Cell-Multi
14995,No-Anomaly
14028,No-Anomaly
12891,No-Anomaly
1119,Diode
3087,Shadowing
1709,Diode
12735,No-Anomaly
11035,No-Anomaly
4184,Cell-Multi
1986,Diode
17933,No-Anomaly
7744,Cracking
19720,No-Anomaly
7197,Cracking
11598,No-Anomaly
17877,No-Anomaly
4263,Cell-Multi
19238,No-Anomaly
13338,No-Anomaly
15692,No-Anomaly
12315,No-Anomaly
1298,Diode
12146,No-Anomaly
19843,No-Anomaly
1972,Diode
16252,No-Anomaly
3636,Cell-Multi
4665,Cell-Multi
18835,No-Anomaly
11766,No-Anomaly
18700,No-Anomaly
15771,No-Anomaly
6857,Hot-Spot
15579,No-Anomaly
11176,No-Anomaly
10325,No-Anomaly
13665,No-Anomaly
16068,No-Anomaly
12706,No-Anomaly
6519,Cell
11839,No-Anomaly
17977,No-Anomaly
7901,Cracking
17876,No-Anomaly
15872,No-Anomaly
17939,No-Anomaly
7478,Cracking
13504,No-Anomaly
6851,Hot-Spot
17694,No-Anomaly
17383,No-Anomaly
17345,No-Anomaly
17529,No-Anomaly
13386,No-Anomaly
267,Offline-Module
10580,No-Anomaly
15345,No-Anomaly
6060,Cell
16782,No-Anomaly
6936,Hot-Spot
747,Offline-Module
844,Diode-Multi
14076,No-Anomaly
1789,Diode
15308,No-Anomaly
15849,No-Anomaly
1126,Diode
3301,Shadowing
18889,No-Anomaly
15888,No-Anomaly
9793,Vegetation
12341,No-Anomaly
15789,No-Anomaly
5450,Cell
11637,No-Anomaly
14107,No-Anomaly
9119,Vegetation
3353,Shadowing
11170,No-Anomaly
17272,No-Anomaly
4367,Cell-Multi
17270,No-Anomaly
10872,No-Anomaly
8478,Vegetation
121,Offline-Module
1795,Diode
1636,Diode
12854,No-Anomaly
16400,No-Anomaly
610,Offline-Module
404,Offline-Module
11216,No-Anomaly
5233,Cell
11649,No-Anomaly
14384,No-Anomaly
6529,Cell
14551,No-Anomaly
14548,No-Anomaly
14897,No-Anomaly
17559,No-Anomaly
19722,No-Anomaly
15164,No-Anomaly
13697,No-Anomaly
8260,Soiling
2345,Diode
7075,Cracking
18338,No-Anomaly
8543,Vegetation
2553,Shadowing
159,Offline-Module
7970,Hot-Spot-Multi
15911,No-Anomaly
12349,No-Anomaly
12955,No-Anomaly
10742,No-Anomaly
12661,No-Anomaly
14807,No-Anomaly
18953,No-Anomaly
18407,No-Anomaly
137,Offline-Module
6541,Cell
16089,No-Anomaly
1134,Diode
16570,No-Anomaly
9101,Vegetation
12566,No-Anomaly
8055,Hot-Spot-Multi
1405,Diode
988,Diode-Multi
7917,Hot-Spot-Multi
6682,Cell
9703,Vegetation
9658,Vegetation
9225,Vegetation
628,Offline-Module
6572,Cell
17557,No-Anomaly
1093,Diode
11876,No-Anomaly
17495,No-Anomaly
13885,No-Anomaly
9419,Vegetation
13997,No-Anomaly
3791,Cell-Multi
18021,No-Anomaly
6152,Cell
4606,Cell-Multi
2817,Shadowing
2884,Shadowing
6216,Cell
15307,No-Anomaly
8290,Soiling
3812,Cell-Multi
3016,Shadowing
3055,Shadowing
13873,No-Anomaly
19566,No-Anomaly
17061,No-Anomaly
384,Offline-Module
8269,Soiling
11847,No-Anomaly
2280,Diode
4510,Cell-Multi
4487,Cell-Multi
4572,Cell-Multi
9809,Vegetation
12481,No-Anomaly
17713,No-Anomaly
12680,No-Anomaly
5402,Cell
2476,Diode
10895,No-Anomaly
11750,No-Anomaly
10953,No-Anomaly
18360,No-Anomaly
5106,Cell
5614,Cell
19462,No-Anomaly
16184,No-Anomaly
16352,No-Anomaly
1107,Diode
19984,No-Anomaly
6755,Hot-Spot
10223,No-Anomaly
16738,No-Anomaly
3078,Shadowing
11296,No-Anomaly
19384,No-Anomaly
16260,No-Anomaly
17332,No-Anomaly
109,Offline-Module
4901,Cell
16773,No-Anomaly
15688,No-Anomaly
7035,Cracking
2070,Diode
7330,Cracking
9883,Vegetation
19952,No-Anomaly
8814,Vegetation
9470,Vegetation
16577,No-Anomaly
10485,No-Anomaly
4653,Cell-Multi
8750,Vegetation
7345,Cracking
15505,No-Anomaly
14792,No-Anomaly
15638,No-Anomaly
5264,Cell
14458,No-Anomaly
12101,No-Anomaly
8078,Hot-Spot-Multi
8874,Vegetation
14952,No-Anomaly
11472,No-Anomaly
9268,Vegetation
6653,Cell
6354,Cell
11791,No-Anomaly
12874,No-Anomaly
9293,Vegetation
3134,Shadowing
3104,Shadowing
6012,Cell
738,Offline-Module
16514,No-Anomaly
12560,No-Anomaly
2181,Diode
7326,Cracking
7328,Cracking
6398,Cell
1207,Diode
442,Offline-Module
10061,No-Anomaly
11675,No-Anomaly
928,Diode-Multi
18681,No-Anomaly
15092,No-Anomaly
16953,No-Anomaly
15580,No-Anomaly
1175,Diode
10207,No-Anomaly
1131,Diode
14081,No-Anomaly
19356,No-Anomaly
6045,Cell
19195,No-Anomaly
8645,Vegetation
19401,No-Anomaly
12977,No-Anomaly
16294,No-Anomaly
15243,No-Anomaly
15616,No-Anomaly
12584,No-Anomaly
830,Diode-Multi
6416,Cell
14343,No-Anomaly
3277,Shadowing
9179,Vegetation
4136,Cell-Multi
10007,No-Anomaly
1000,Diode-Multi
17144,No-Anomaly
18430,No-Anomaly
11624,No-Anomaly
1212,Diode
13171,No-Anomaly
17159,No-Anomaly
10259,No-Anomaly
12719,No-Anomaly
1702,Diode
5192,Cell
11104,No-Anomaly
23,Offline-Module
168,Offline-Module
4464,Cell-Multi
5507,Cell
11382,No-Anomaly
7118,Cracking
17542,No-Anomaly
15075,No-Anomaly
9779,Vegetation
10497,No-Anomaly
11570,No-Anomaly
5251,Cell
15446,No-Anomaly
17627,No-Anomaly
4172,Cell-Multi
665,Offline-Module
16165,No-Anomaly
3639,Cell-Multi
17282,No-Anomaly
15362,No-Anomaly
2427,Diode
3299,Shadowing
9914,Vegetation
8635,Vegetation
15049,No-Anomaly
832,Diode-Multi
7808,Cracking
19093,No-Anomaly
11122,No-Anomaly
396,Offline-Module
2156,Diode
19562,No-Anomaly
16516,No-Anomaly
18181,No-Anomaly
16889,No-Anomaly
14495,No-Anomaly
9466,Vegetation
17669,No-Anomaly
12470,No-Anomaly
15334,No-Anomaly
1658,Diode
3410,Shadowing
2217,Diode
11818,No-Anomaly
18865,No-Anomaly
2578,Shadowing
3701,Cell-Multi
10103,No-Anomaly
12077,No-Anomaly
5407,Cell
19018,No-Anomaly
19542,No-Anomaly
17041,No-Anomaly
18119,No-Anomaly
11990,No-Anomaly
19097,No-Anomaly
16305,No-Anomaly
1143,Diode
18064,No-Anomaly
6571,Cell
2658,Shadowing
7942,Hot-Spot-Multi
19579,No-Anomaly
17770,No-Anomaly
3939,Cell-Multi
11071,No-Anomaly
3342,Shadowing
17445,No-Anomaly
18437,No-Anomaly
11308,No-Anomaly
4372,Cell-Multi
15165,No-Anomaly
2090,Diode
5165,Cell
16245,No-Anomaly
13891,No-Anomaly
17850,No-Anomaly
277,Offline-Module
2956,Shadowing
7539,Cracking
12183,No-Anomaly
7458,Cracking
13912,No-Anomaly
5159,Cell
13248,No-Anomaly
3284,Shadowing
1154,Diode
7020,Cracking
15476,No-Anomaly
9806,Vegetation
11480,No-Anomaly
2635,Shadowing
10601,No-Anomaly
19639,No-Anomaly
14347,No-Anomaly
4174,Cell-Multi
17677,No-Anomaly
2837,Shadowing
15628,No-Anomaly
14710,No-Anomaly
1822,Diode
17965,No-Anomaly
18248,No-Anomaly
9335,Vegetation
13460,No-Anomaly
14004,No-Anomaly
18300,No-Anomaly
14262,No-Anomaly
6171,Cell
1960,Diode
17290,No-Anomaly
8958,Vegetation
806,Offline-Module
9851,Vegetation
8420,Vegetation
8003,Hot-Spot-Multi
14062,No-Anomaly
6593,Cell
16974,No-Anomaly
13590,No-Anomaly
13467,No-Anomaly
10166,No-Anomaly
15768,No-Anomaly
15434,No-Anomaly
4086,Cell-Multi
16582,No-Anomaly
11147,No-Anomaly
710,Offline-Module
10240,No-Anomaly
5514,Cell
2940,Shadowing
10159,No-Anomaly
10016,No-Anomaly
10494,No-Anomaly
17137,No-Anomaly
3647,Cell-Multi
13407,No-Anomaly
8128,Hot-Spot-Multi
6637,Cell
4096,Cell-Multi
7806,Cracking
4039,Cell-Multi
7576,Cracking
10602,No-Anomaly
17989,No-Anomaly
5501,Cell
7439,Cracking
5860,Cell
19978,No-Anomaly
19043,No-Anomaly
8769,Vegetation
13905,No-Anomaly
372,Offline-Module
14872,No-Anomaly
325,Offline-Module
5361,Cell
1202,Diode
10693,No-Anomaly
12144,No-Anomaly
19386,No-Anomaly
9285,Vegetation
280,Offline-Module
13096,No-Anomaly
5596,Cell
16700,No-Anomaly
2684,Shadowing
5260,Cell
15372,No-Anomaly
7804,Cracking
256,Offline-Module
17171,No-Anomaly
45,Offline-Module
920,Diode-Multi
7834,Cracking
10734,No-Anomaly
19901,No-Anomaly
17660,No-Anomaly
3061,Shadowing
4926,Cell
13738,No-Anomaly
7972,Hot-Spot-Multi
3026,Shadowing
3244,Shadowing
10141,No-Anomaly
16635,No-Anomaly
5753,Cell
2296,Diode
8303,Soiling
18047,No-Anomaly
12099,No-Anomaly
9778,Vegetation
1066,Diode
2839,Shadowing
10636,No-Anomaly
6575,Cell
2535,Shadowing
7299,Cracking
10652,No-Anomaly
97,Offline-Module
16444,No-Anomaly
17127,No-Anomaly
17469,No-Anomaly
17688,No-Anomaly
1608,Diode
7953,Hot-Spot-Multi
2026,Diode
10771,No-Anomaly
10028,No-Anomaly
10444,No-Anomaly
1095,Diode
1897,Diode
2572,Shadowing
3653,Cell-Multi
16736,No-Anomaly
5931,Cell
18213,No-Anomaly
9228,Vegetation
17299,No-Anomaly
14427,No-Anomaly
4801,Cell-Multi
8697,Vegetation
17181,No-Anomaly
12553,No-Anomaly
8584,Vegetation
2892,Shadowing
9077,Vegetation
9722,Vegetation
18996,No-Anomaly
14123,No-Anomaly
2189,Diode
10593,No-Anomaly
1534,Diode
1361,Diode
5433,Cell
14437,No-Anomaly
11572,No-Anomaly
10321,No-Anomaly
3213,Shadowing
16459,No-Anomaly
5889,Cell
1101,Diode
12199,No-Anomaly
10426,No-Anomaly
11085,No-Anomaly
2037,Diode
2115,Diode
5085,Cell
2974,Shadowing
15977,No-Anomaly
15594,No-Anomaly
19445,No-Anomaly
16236,No-Anomaly
3436,Shadowing
9769,Vegetation
12453,No-Anomaly
10847,No-Anomaly
13235,No-Anomaly
12839,No-Anomaly
17998,No-Anomaly
10768,No-Anomaly
19492,No-Anomaly
18020,No-Anomaly
7324,Cracking
4771,Cell-Multi
9990,Vegetation
14780,No-Anomaly
3989,Cell-Multi
7101,Cracking
3922,Cell-Multi
19131,No-Anomaly
17632,No-Anomaly
1164,Diode
17768,No-Anomaly
11965,No-Anomaly
5007,Cell
14895,No-Anomaly
10639,No-Anomaly
16708,No-Anomaly
18944,No-Anomaly
6988,Cracking
17744,No-Anomaly
16949,No-Anomaly
13262,No-Anomaly
4225,Cell-Multi
2656,Shadowing
215,Offline-Module
2420,Diode
19416,No-Anomaly
5708,Cell
699,Offline-Module
2586,Shadowing
12790,No-Anomaly
17586,No-Anomaly
7294,Cracking
5414,Cell
13502,No-Anomaly
17440,No-Anomaly
13038,No-Anomaly
18849,No-Anomaly
6543,Cell
3469,Shadowing
3488,Shadowing
16832,No-Anomaly
4593,Cell-Multi
7049,Cracking
12406,No-Anomaly
4848,Cell
11235,No-Anomaly
10142,No-Anomaly
4915,Cell
19848,No-Anomaly
6346,Cell
13972,No-Anomaly
16547,No-Anomaly
19350,No-Anomaly
13380,No-Anomaly
16349,No-Anomaly
16942,No-Anomaly
18483,No-Anomaly
17177,No-Anomaly
16940,No-Anomaly
8894,Vegetation
803,Offline-Module
5744,Cell
14961,No-Anomaly
1451,Diode
6801,Hot-Spot
13631,No-Anomaly
11283,No-Anomaly
19649,No-Anomaly
15297,No-Anomaly
19932,No-Anomaly
11516,No-Anomaly
6393,Cell
3450,Shadowing
7128,Cracking
18234,No-Anomaly
14272,No-Anomaly
15722,No-Anomaly
7194,Cracking
1679,Diode
1828,Diode
10209,No-Anomaly
505,Offline-Module
17737,No-Anomaly
3012,Shadowing
7171,Cracking
17431,No-Anomaly
8942,Vegetation
8167,Soiling
17596,No-Anomaly
11229,No-Anomaly
3194,Shadowing
17243,No-Anomaly
9566,Vegetation
6624,Cell
10487,No-Anomaly
16878,No-Anomaly
5796,Cell
16658,No-Anomaly
9347,Vegetation
12574,No-Anomaly
17571,No-Anomaly
1771,Diode
7116,Cracking
14346,No-Anomaly
17631,No-Anomaly
12666,No-Anomaly
13959,No-Anomaly
3971,Cell-Multi
17454,No-Anomaly
10445,No-Anomaly
10934,No-Anomaly
4399,Cell-Multi
17566,No-Anomaly
19170,No-Anomaly
5784,Cell
5945,Cell
12703,No-Anomaly
6050,Cell
3666,Cell-Multi
14464,No-Anomaly
1166,Diode
19337,No-Anomaly
8484,Vegetation
8863,Vegetation
12552,No-Anomaly
14620,No-Anomaly
13971,No-Anomaly
19136,No-Anomaly
18138,No-Anomaly
16815,No-Anomaly
13230,No-Anomaly
19817,No-Anomaly
15200,No-Anomaly
3673,Cell-Multi
5122,Cell
7733,Cracking
18143,No-Anomaly
18100,No-Anomaly
7973,Hot-Spot-Multi
10707,No-Anomaly
17647,No-Anomaly
17633,No-Anomaly
5817,Cell
1694,Diode
3558,Cell-Multi
8301,Soiling
18394,No-Anomaly
3876,Cell-Multi
7337,Cracking
8126,Hot-Spot-Multi
9421,Vegetation
10894,No-Anomaly
11019,No-Anomaly
17620,No-Anomaly
2611,Shadowing
19060,No-Anomaly
6779,Hot-Spot
14368,No-Anomaly
18201,No-Anomaly
11143,No-Anomaly
4601,Cell-Multi
14638,No-Anomaly
14359,No-Anomaly
19269,No-Anomaly
5858,Cell
7192,Cracking
18760,No-Anomaly
13266,No-Anomaly
11605,No-Anomaly
8865,Vegetation
11135,No-Anomaly
15669,No-Anomaly
14689,No-Anomaly
7048,Cracking
9032,Vegetation
11756,No-Anomaly
17139,No-Anomaly
18805,No-Anomaly
5924,Cell
10397,No-Anomaly
6650,Cell
14593,No-Anomaly
8585,Vegetation
14406,No-Anomaly
7652,Cracking
15496,No-Anomaly
1499,Diode
17451,No-Anomaly
99,Offline-Module
11596,No-Anomaly
13114,No-Anomaly
6884,Hot-Spot
1136,Diode
7712,Cracking
8472,Vegetation
8532,Vegetation
12960,No-Anomaly
48,Offline-Module
5547,Cell
9890,Vegetation
7934,Hot-Spot-Multi
3094,Shadowing
1305,Diode
2742,Shadowing
9732,Vegetation
8558,Vegetation
13861,No-Anomaly
16307,No-Anomaly
13693,No-Anomaly
6458,Cell
8367,Vegetation
8581,Vegetation
3716,Cell-Multi
16963,No-Anomaly
4971,Cell
7076,Cracking
8966,Vegetation
16696,No-Anomaly
15194,No-Anomaly
7633,Cracking
6038,Cell
4042,Cell-Multi
18679,No-Anomaly
13179,No-Anomaly
8348,Soiling
6073,Cell
4523,Cell-Multi
8807,Vegetation
9960,Vegetation
